timeframe,prior_bar_time,next_bar_time,duration_seconds,prior_weekday,prior_hour,next_weekday,next_hour,occurrence_count,present_in_run1,present_in_run2
H4,2019-10-25T20:00:00,2019-10-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-11-01T16:00:00,2019-11-03T20:00:00,187200,4,16,6,20,96,true,true
H4,2019-11-08T20:00:00,2019-11-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-11-15T20:00:00,2019-11-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-11-22T20:00:00,2019-11-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-11-29T16:00:00,2019-12-01T20:00:00,187200,4,16,6,20,96,true,true
H4,2019-12-06T20:00:00,2019-12-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-12-13T20:00:00,2019-12-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-12-20T20:00:00,2019-12-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-12-24T16:00:00,2019-12-26T00:00:00,115200,1,16,3,0,4,true,true
H4,2019-12-27T20:00:00,2019-12-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2019-12-31T16:00:00,2020-01-02T00:00:00,115200,1,16,3,0,4,true,true
H4,2020-01-03T20:00:00,2020-01-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-01-10T20:00:00,2020-01-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-01-17T20:00:00,2020-01-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-01-24T20:00:00,2020-01-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-01-31T20:00:00,2020-02-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-02-07T20:00:00,2020-02-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-02-14T20:00:00,2020-02-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-02-21T20:00:00,2020-02-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-02-28T20:00:00,2020-03-01T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-03-06T20:00:00,2020-03-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-03-13T16:00:00,2020-03-15T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-03-20T16:00:00,2020-03-22T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-03-27T16:00:00,2020-03-29T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-04-03T20:00:00,2020-04-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-04-09T20:00:00,2020-04-12T20:00:00,259200,3,20,6,20,20,true,true
H4,2020-04-17T20:00:00,2020-04-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-04-24T20:00:00,2020-04-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-05-01T20:00:00,2020-05-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-05-08T20:00:00,2020-05-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-05-15T20:00:00,2020-05-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-05-22T20:00:00,2020-05-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-05-29T20:00:00,2020-05-31T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-06-05T20:00:00,2020-06-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-06-12T20:00:00,2020-06-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-06-19T20:00:00,2020-06-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-06-26T20:00:00,2020-06-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-07-03T16:00:00,2020-07-05T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-07-10T20:00:00,2020-07-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-07-17T20:00:00,2020-07-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-07-24T20:00:00,2020-07-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-07-31T20:00:00,2020-08-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-08-07T20:00:00,2020-08-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-08-14T20:00:00,2020-08-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-08-21T20:00:00,2020-08-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-08-28T20:00:00,2020-08-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-09-04T20:00:00,2020-09-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-09-11T20:00:00,2020-09-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-09-18T20:00:00,2020-09-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-09-25T20:00:00,2020-09-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-10-02T20:00:00,2020-10-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-10-09T20:00:00,2020-10-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-10-16T20:00:00,2020-10-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-10-23T20:00:00,2020-10-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-10-30T16:00:00,2020-11-01T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-11-06T20:00:00,2020-11-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-11-13T20:00:00,2020-11-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-11-20T20:00:00,2020-11-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-11-27T16:00:00,2020-11-29T20:00:00,187200,4,16,6,20,96,true,true
H4,2020-12-04T20:00:00,2020-12-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-12-11T20:00:00,2020-12-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-12-18T20:00:00,2020-12-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2020-12-24T16:00:00,2020-12-27T20:00:00,273600,3,16,6,20,8,true,true
H4,2020-12-31T16:00:00,2021-01-03T20:00:00,273600,3,16,6,20,8,true,true
H4,2021-01-08T20:00:00,2021-01-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-01-15T20:00:00,2021-01-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-01-22T20:00:00,2021-01-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-01-29T20:00:00,2021-01-31T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-02-05T20:00:00,2021-02-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-02-12T20:00:00,2021-02-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-02-19T20:00:00,2021-02-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-02-26T20:00:00,2021-02-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-03-05T20:00:00,2021-03-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-03-12T20:00:00,2021-03-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-03-19T16:00:00,2021-03-21T20:00:00,187200,4,16,6,20,96,true,true
H4,2021-03-26T16:00:00,2021-03-28T20:00:00,187200,4,16,6,20,96,true,true
H4,2021-04-01T20:00:00,2021-04-04T20:00:00,259200,3,20,6,20,20,true,true
H4,2021-04-09T20:00:00,2021-04-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-04-16T20:00:00,2021-04-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-04-23T20:00:00,2021-04-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-04-30T20:00:00,2021-05-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-05-07T20:00:00,2021-05-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-05-14T20:00:00,2021-05-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-05-21T20:00:00,2021-05-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-05-28T20:00:00,2021-05-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-06-04T20:00:00,2021-06-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-06-11T20:00:00,2021-06-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-06-18T20:00:00,2021-06-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-06-25T20:00:00,2021-06-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-07-02T20:00:00,2021-07-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-07-09T20:00:00,2021-07-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-07-16T20:00:00,2021-07-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-07-23T20:00:00,2021-07-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-07-30T20:00:00,2021-08-01T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-08-06T20:00:00,2021-08-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-08-13T20:00:00,2021-08-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-08-20T20:00:00,2021-08-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-08-27T20:00:00,2021-08-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-09-03T20:00:00,2021-09-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-09-10T20:00:00,2021-09-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-09-17T20:00:00,2021-09-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-09-24T20:00:00,2021-09-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-10-01T20:00:00,2021-10-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-10-08T20:00:00,2021-10-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-10-15T20:00:00,2021-10-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-10-22T20:00:00,2021-10-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-10-29T20:00:00,2021-10-31T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-11-05T16:00:00,2021-11-07T20:00:00,187200,4,16,6,20,96,true,true
H4,2021-11-12T20:00:00,2021-11-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-11-19T20:00:00,2021-11-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-11-26T16:00:00,2021-11-28T20:00:00,187200,4,16,6,20,96,true,true
H4,2021-12-03T20:00:00,2021-12-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-12-10T20:00:00,2021-12-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-12-17T20:00:00,2021-12-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2021-12-23T20:00:00,2021-12-26T20:00:00,259200,3,20,6,20,20,true,true
H4,2021-12-31T16:00:00,2022-01-02T20:00:00,187200,4,16,6,20,96,true,true
H4,2022-01-07T20:00:00,2022-01-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-01-14T20:00:00,2022-01-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-01-21T20:00:00,2022-01-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-01-28T20:00:00,2022-01-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-02-04T20:00:00,2022-02-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-02-11T20:00:00,2022-02-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-02-18T20:00:00,2022-02-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-02-25T20:00:00,2022-02-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-03-04T20:00:00,2022-03-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-03-11T20:00:00,2022-03-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-03-18T16:00:00,2022-03-20T20:00:00,187200,4,16,6,20,96,true,true
H4,2022-03-25T16:00:00,2022-03-27T20:00:00,187200,4,16,6,20,96,true,true
H4,2022-04-01T20:00:00,2022-04-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-04-08T20:00:00,2022-04-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-04-14T20:00:00,2022-04-17T20:00:00,259200,3,20,6,20,20,true,true
H4,2022-04-22T20:00:00,2022-04-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-04-29T20:00:00,2022-05-01T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-05-06T20:00:00,2022-05-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-05-13T20:00:00,2022-05-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-05-20T20:00:00,2022-05-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-05-27T20:00:00,2022-05-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-06-03T20:00:00,2022-06-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-06-10T20:00:00,2022-06-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-06-17T20:00:00,2022-06-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-06-24T20:00:00,2022-06-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-07-01T20:00:00,2022-07-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-07-08T20:00:00,2022-07-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-07-15T20:00:00,2022-07-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-07-22T20:00:00,2022-07-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-07-29T20:00:00,2022-07-31T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-08-05T20:00:00,2022-08-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-08-12T20:00:00,2022-08-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-08-19T20:00:00,2022-08-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-08-26T20:00:00,2022-08-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-09-02T20:00:00,2022-09-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-09-09T20:00:00,2022-09-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-09-16T20:00:00,2022-09-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-09-23T20:00:00,2022-09-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-09-30T20:00:00,2022-10-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-10-07T20:00:00,2022-10-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-10-14T20:00:00,2022-10-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-10-21T20:00:00,2022-10-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-10-28T20:00:00,2022-10-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-11-04T16:00:00,2022-11-06T20:00:00,187200,4,16,6,20,96,true,true
H4,2022-11-11T20:00:00,2022-11-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-11-18T20:00:00,2022-11-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-11-25T16:00:00,2022-11-27T20:00:00,187200,4,16,6,20,96,true,true
H4,2022-12-02T20:00:00,2022-12-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-12-09T20:00:00,2022-12-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-12-16T20:00:00,2022-12-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2022-12-23T20:00:00,2022-12-26T20:00:00,259200,4,20,0,20,12,true,true
H4,2022-12-30T20:00:00,2023-01-02T20:00:00,259200,4,20,0,20,12,true,true
H4,2023-01-06T20:00:00,2023-01-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-01-13T20:00:00,2023-01-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-01-20T20:00:00,2023-01-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-01-27T20:00:00,2023-01-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-02-03T20:00:00,2023-02-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-02-10T20:00:00,2023-02-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-02-17T20:00:00,2023-02-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-02-24T20:00:00,2023-02-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-03-03T20:00:00,2023-03-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-03-10T20:00:00,2023-03-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-03-17T16:00:00,2023-03-19T20:00:00,187200,4,16,6,20,96,true,true
H4,2023-03-24T16:00:00,2023-03-26T20:00:00,187200,4,16,6,20,96,true,true
H4,2023-03-31T20:00:00,2023-04-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-04-06T20:00:00,2023-04-09T20:00:00,259200,3,20,6,20,20,true,true
H4,2023-04-14T20:00:00,2023-04-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-04-21T20:00:00,2023-04-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-04-28T20:00:00,2023-04-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-05-05T20:00:00,2023-05-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-05-12T20:00:00,2023-05-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-05-19T20:00:00,2023-05-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-05-26T20:00:00,2023-05-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-06-02T20:00:00,2023-06-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-06-09T20:00:00,2023-06-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-06-16T20:00:00,2023-06-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-06-23T20:00:00,2023-06-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-06-30T20:00:00,2023-07-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-07-07T20:00:00,2023-07-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-07-14T20:00:00,2023-07-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-07-21T20:00:00,2023-07-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-07-28T20:00:00,2023-07-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-08-04T20:00:00,2023-08-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-08-11T20:00:00,2023-08-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-08-18T20:00:00,2023-08-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-08-25T20:00:00,2023-08-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-09-01T20:00:00,2023-09-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-09-08T20:00:00,2023-09-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-09-15T20:00:00,2023-09-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-09-22T20:00:00,2023-09-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-09-29T20:00:00,2023-10-01T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-10-06T20:00:00,2023-10-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-10-13T20:00:00,2023-10-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-10-20T20:00:00,2023-10-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-10-27T20:00:00,2023-10-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-11-03T16:00:00,2023-11-05T20:00:00,187200,4,16,6,20,96,true,true
H4,2023-11-10T20:00:00,2023-11-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-11-17T20:00:00,2023-11-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-11-24T16:00:00,2023-11-26T20:00:00,187200,4,16,6,20,96,true,true
H4,2023-12-01T20:00:00,2023-12-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-12-08T20:00:00,2023-12-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-12-15T20:00:00,2023-12-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2023-12-22T20:00:00,2023-12-25T20:00:00,259200,4,20,0,20,12,true,true
H4,2023-12-29T20:00:00,2024-01-01T20:00:00,259200,4,20,0,20,12,true,true
H4,2024-01-05T20:00:00,2024-01-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-01-12T20:00:00,2024-01-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-01-19T20:00:00,2024-01-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-01-26T20:00:00,2024-01-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-02-02T20:00:00,2024-02-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-02-09T20:00:00,2024-02-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-02-16T20:00:00,2024-02-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-02-23T20:00:00,2024-02-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-03-01T20:00:00,2024-03-03T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-03-08T20:00:00,2024-03-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-03-15T16:00:00,2024-03-17T20:00:00,187200,4,16,6,20,96,true,true
H4,2024-03-22T16:00:00,2024-03-24T20:00:00,187200,4,16,6,20,96,true,true
H4,2024-03-28T16:00:00,2024-03-31T20:00:00,273600,3,16,6,20,8,true,true
H4,2024-04-05T20:00:00,2024-04-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-04-12T20:00:00,2024-04-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-04-19T20:00:00,2024-04-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-04-26T20:00:00,2024-04-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-05-03T20:00:00,2024-05-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-05-10T20:00:00,2024-05-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-05-17T20:00:00,2024-05-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-05-24T20:00:00,2024-05-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-05-31T20:00:00,2024-06-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-06-07T20:00:00,2024-06-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-06-14T20:00:00,2024-06-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-06-21T20:00:00,2024-06-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-06-28T20:00:00,2024-06-30T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-07-05T20:00:00,2024-07-07T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-07-12T20:00:00,2024-07-14T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-07-19T20:00:00,2024-07-21T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-07-26T20:00:00,2024-07-28T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-08-02T20:00:00,2024-08-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-08-09T20:00:00,2024-08-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-08-16T20:00:00,2024-08-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-08-23T20:00:00,2024-08-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-08-30T20:00:00,2024-09-01T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-09-06T20:00:00,2024-09-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-09-13T20:00:00,2024-09-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-09-20T20:00:00,2024-09-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-09-27T20:00:00,2024-09-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-10-04T20:00:00,2024-10-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-10-11T20:00:00,2024-10-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-10-18T20:00:00,2024-10-20T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-10-25T20:00:00,2024-10-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-11-01T16:00:00,2024-11-03T20:00:00,187200,4,16,6,20,96,true,true
H4,2024-11-08T20:00:00,2024-11-10T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-11-15T20:00:00,2024-11-17T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-11-22T20:00:00,2024-11-24T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-11-29T16:00:00,2024-12-01T20:00:00,187200,4,16,6,20,96,true,true
H4,2024-12-06T20:00:00,2024-12-08T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-12-13T20:00:00,2024-12-15T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-12-20T20:00:00,2024-12-22T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-12-24T16:00:00,2024-12-25T20:00:00,100800,1,16,2,20,2,true,true
H4,2024-12-27T20:00:00,2024-12-29T20:00:00,172800,4,20,6,20,1010,true,true
H4,2024-12-31T20:00:00,2025-01-01T20:00:00,86400,1,20,2,20,2,true,true
H4,2025-01-03T20:00:00,2025-01-05T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-01-10T20:00:00,2025-01-12T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-01-17T20:00:00,2025-01-19T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-01-24T20:00:00,2025-01-26T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-01-31T20:00:00,2025-02-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-02-07T20:00:00,2025-02-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-02-14T20:00:00,2025-02-16T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-02-21T20:00:00,2025-02-23T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-02-28T20:00:00,2025-03-02T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-03-07T20:00:00,2025-03-09T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-03-14T16:00:00,2025-03-16T20:00:00,187200,4,16,6,20,96,true,true
H4,2025-03-21T16:00:00,2025-03-23T20:00:00,187200,4,16,6,20,96,true,true
H4,2025-03-28T16:00:00,2025-03-30T20:00:00,187200,4,16,6,20,96,true,true
H4,2025-04-04T20:00:00,2025-04-06T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-04-11T20:00:00,2025-04-13T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-04-17T20:00:00,2025-04-20T20:00:00,259200,3,20,6,20,20,true,true
H4,2025-04-25T20:00:00,2025-04-27T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-05-02T20:00:00,2025-05-04T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-05-09T20:00:00,2025-05-11T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-05-16T20:00:00,2025-05-18T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-05-23T20:00:00,2025-05-25T20:00:00,172800,4,20,6,20,1010,true,true
H4,2025-05-30T20:00:00,2025-06-01T20:00:00,172800,4,20,6,20,1010,true,true
