month,subregime,admitted_individual_experts,training_trades,training_early_trades,training_late_trades,training_profit_factor,training_stress_profit_factor,training_early_profit_factor,training_late_profit_factor,training_net_r,training_overlap_rejections,admitted
2020-04,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-05,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-06,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-07,6,4,11,6,5,1.7872742324796596,1.725182545092188,2.978081455895734,0.9933454129909672,3.952612718579254,0,False
2020-08,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-08,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-08,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-08,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-08,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-08,6,4,11,8,3,1.7872742324796596,1.725182545092188,2.4814671016395478,0.7451892932704568,3.952612718579254,0,False
2020-09,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-09,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-09,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-09,4,3,13,8,5,4.966156293603496,4.800987459327512,4.467074516008922,5.964946665132424,11.94709105009803,11,False
2020-09,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-09,6,4,11,7,4,1.7873452606832012,1.7255857054827974,3.720608095937241,0.49684112683235027,3.952812235899942,0,False
2020-10,1,2,17,4,13,1.3234950022355287,1.2756144886450194,1.487762150359031,1.2765244684520058,2.924742717539789,15,False
2020-10,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-10,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-10,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-10,5,3,12,7,5,4.469576636434545,4.3211002421534275,3.722351763616205,5.964964851037233,10.451264375947044,10,False
2020-10,6,3,9,5,4,1.8609985422568114,1.7927377605628139,2.232056838424067,1.4894977774259504,3.4586803959979875,0,False
2020-11,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-11,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-11,3,3,11,2,9,1.7874797454789502,1.7264649515461044,inf,1.1918085491746273,3.9544617998642413,4,False
2020-11,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-11,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-11,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-12,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-12,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-12,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-12,4,2,39,20,19,1.033964741277316,0.9878334656683506,0.8009252788689306,1.3364649381627,0.7852428403544616,6,False
2020-12,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2020-12,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-01,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-01,3,3,14,2,12,1.985518111376174,1.9149848770213034,inf,1.4891747699002746,5.939323795554993,5,False
2021-01,4,4,42,22,20,1.7996298922985339,1.7212978041543785,1.7852508366686177,1.8155776743796195,15.272677956405282,13,True
2021-01,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-01,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-02,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-02,3,3,14,2,12,1.9855135106987498,1.9149578689999531,inf,1.4891701692228505,5.939296069110815,5,False
2021-02,4,4,46,27,19,1.7700545341928664,1.694087476883546,1.8590631422604496,1.651529723580671,16.253870251434524,12,True
2021-02,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-02,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-03,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-03,3,3,14,2,12,1.9855135106987498,1.9149578689999531,inf,1.4891701692228505,5.939296069110815,5,False
2021-03,4,4,46,27,19,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519,23.749595589974316,13,True
2021-03,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-03,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-04,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-04,3,3,15,1,14,1.7018311413865148,1.6411839732419753,inf,1.4891382316025235,4.9347666657478735,6,False
2021-04,4,3,42,24,18,1.6348410375453895,1.561386533705901,1.7561810598563221,1.4865588313561267,12.764242250210263,8,True
2021-04,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-04,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-05,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-05,3,2,9,0,9,1.1911839953169205,1.1482442166265117,0.0,1.1911839953169205,0.9601506407991054,5,False
2021-05,4,3,40,23,17,1.4861095415941723,1.4188017206692007,1.3617892665036082,1.672606653133076,9.7738167227462,8,True
2021-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-05,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-06,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-06,4,3,43,24,19,1.2923411497162254,1.2341424628075963,1.4855118913430672,1.081569101024981,6.759174294018592,8,True
2021-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-06,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-07,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-08,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-09,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-10,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-11,6,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2021-12,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-01,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-02,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-03,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-04,6,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-05,6,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-06,6,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-07,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-07,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-07,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-07,4,2,25,3,22,1.8938647991908784,1.8198839005983427,0.7447002065458592,2.1489652637559367,9.88012974458195,11,False
2022-07,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-07,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-08,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-08,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-08,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-08,4,2,25,4,21,1.8938647991908784,1.8198839005983427,1.4897335507313274,1.9835769865373385,9.88012974458195,11,False
2022-08,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-08,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-09,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-09,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-09,3,2,31,6,25,1.8102914557253853,1.7558302762414342,2.983826053826756,1.6148085256261464,11.386586746354766,22,True
2022-09,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-09,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-09,6,3,27,7,20,1.2940139803508064,1.2475506184185081,7.699130287738481,0.8018810194802786,4.13466350406283,0,False
2022-10,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-10,2,2,31,9,22,2.064940663058563,2.0062135083444543,1.1929323076116949,2.610194777893232,13.890783542013699,10,True
2022-10,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-10,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-10,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-10,6,3,34,15,19,1.1103809404547786,1.0712593301065194,2.0287616717876746,0.687203525422295,2.1063967094312464,0,False
2022-11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-11,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-11,3,3,23,2,21,1.535400012174896,1.4887283914813485,0.0,1.8769580151856382,5.912713862936416,10,False
2022-11,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-11,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-11,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2022-12,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-01,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-01,2,2,35,9,26,1.988614244437629,1.932811503882875,1.1927571244547264,2.386798041705216,14.879086507077476,10,True
2023-01,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-01,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-01,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-01,6,3,38,15,23,1.424271686559897,1.3758795146760003,2.7319455472838867,0.9577419374216273,8.0958151988351,0,False
2023-02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-02,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-02,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-02,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-02,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-02,6,3,40,15,25,1.4275950316574137,1.3793559461895362,2.7319455472838867,0.9932465874946772,8.58837885750313,0,False
2023-03,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-03,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-03,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-03,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-03,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-03,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-04,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-05,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-05,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-05,4,2,15,7,8,2.234741271902595,2.1602386063339543,3.7223648347435594,1.490472764278934,7.438129665356028,11,False
2023-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-05,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-06,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-06,4,2,15,7,8,2.234741271902595,2.1602386063339543,3.7223648347435594,1.490472764278934,7.438129665356028,11,False
2023-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-06,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-07,1,2,40,10,30,2.2365172373909568,2.170541430559194,1.4907415623626505,2.575597500223188,19.856145353895222,12,True
2023-07,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-07,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-07,4,2,14,5,9,2.682028260513004,2.594279497109811,5.9530622338515,1.8634287396184788,8.443845183687682,12,False
2023-07,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-07,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-08,1,2,38,10,28,2.0501423770409084,1.989672266508658,1.490215135438149,2.304723322232481,16.86331500303743,12,True
2023-08,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-08,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-08,4,2,14,5,9,2.682028260513004,2.594279497109811,5.9530622338515,1.8634287396184788,8.443845183687682,12,False
2023-08,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-08,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-09,1,2,26,2,24,1.656616499878634,1.6096220370584684,inf,1.4081150239332227,7.906547648069738,11,False
2023-09,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-09,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-09,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-09,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-09,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-10,1,3,42,9,33,1.9309962957315787,1.866850812953985,1.1907208089314987,2.2161034397487294,16.82638281241996,16,True
2023-10,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-10,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-10,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-10,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-10,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-11,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-11,3,2,23,3,20,1.365255547328417,1.3177497219914416,inf,0.9931464117414364,4.40177209434159,26,False
2023-11,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-11,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-11,6,2,44,17,27,1.7248729216466354,1.6634706781821351,1.1839378469057442,2.1682679674535503,14.56364604568889,0,True
2023-12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-12,2,2,22,5,17,2.1521495922757925,2.081237923637457,5.9527811508961,1.676578252395859,10.410137006325845,13,True
2023-12,3,2,27,4,23,2.1661422259688985,2.0897123701598965,inf,1.624897441464126,12.882108547362723,34,False
2023-12,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-12,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2023-12,6,4,51,21,30,1.6235704855827344,1.565970356449922,1.2393832010861867,1.9491945335722805,15.03446328918377,0,True
2024-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-01,2,2,22,6,16,2.1521495922757925,2.081237923637457,7.442160479846705,1.4902128780801116,10.410137006325845,13,True
2024-01,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-01,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-01,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-01,6,2,42,16,26,1.4892876466635863,1.437142710237184,0.8925307233001556,2.032646529411217,10.321571107365829,0,False
2024-02,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-02,2,2,22,6,16,2.1521495922757925,2.081237923637457,7.442160479846705,1.4902128780801116,10.410137006325845,12,True
2024-02,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-02,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-02,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-02,6,2,46,16,30,1.7726947707768563,1.7093376534686242,0.8925307233001556,2.574025300730164,16.300882520040453,0,False
2024-03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-03,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-03,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-03,4,2,75,38,37,1.6109106993397848,1.5426520362927536,1.3368011678564307,1.9541586589251918,22.11027136419254,21,True
2024-03,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-03,6,4,51,24,27,1.4318294580063409,1.3808592355938565,1.0631995406251997,1.8623827813857958,11.27973296718079,0,True
2024-04,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-04,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-04,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-04,4,2,77,41,36,1.693087266118656,1.6192754820031061,1.560294809354373,1.8592425022040013,25.087401738532193,22,True
2024-04,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-04,6,2,44,19,25,1.6306702266128543,1.5714171645229091,0.8683147992139028,2.6477953164113157,13.306716149023185,0,False
2024-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-05,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-05,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-05,4,2,75,43,32,1.6990312095025302,1.6251800391096372,1.4188089936450703,2.1734884193072084,24.599787029053775,21,True
2024-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-05,6,2,42,19,23,1.4889158955157302,1.435024729116224,0.6873138985225674,2.7918778893058196,10.31579543133723,0,False
2024-06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-06,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-06,4,2,76,45,31,1.8362662732163428,1.7555519056843274,1.4222450421351887,2.7018723048421265,28.589233973500065,22,True
