record_type,instrument,month,basis,timeframe,item_count,first_utc,last_utc,logical_path,bytes,sha256,contract_sha256
BARS,XAGUSD,2021-09,Bid,M5,6023,2021-09-01T00:00:00.000Z,2021-09-30T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2021/month=09/bars.parquet,118823,d040f861bd09a34a879c468ba9dc1eff35d06e64b7e3205eb70bfe20ff64fbae,
BARS,XAGUSD,2021-09,Bid,H1,502,2021-09-01T00:00:00.000Z,2021-09-30T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2021/month=09/bars.parquet,16458,fe959d97d812afc7954feff2f1b5e23b32896610e1d378271dbd9cbf05cba479,
BARS,XAGUSD,2021-09,Ask,M5,6023,2021-09-01T00:00:00.000Z,2021-09-30T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2021/month=09/bars.parquet,121695,efc2836c2c62bc1f69a292fba16575b5cb2f827f8263756ea64dde191f19d0b0,
BARS,XAGUSD,2021-09,Ask,H1,502,2021-09-01T00:00:00.000Z,2021-09-30T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2021/month=09/bars.parquet,16495,71d5ea0989d38722a30bf72207ca4af05e2c085c143bbdf1de9c6403fb910784,
BARS,XAGUSD,2021-09,Mid,M5,6023,2021-09-01T00:00:00.000Z,2021-09-30T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2021/month=09/bars.parquet,122540,0d9ee2c3f42df938638cd770c198601d525825a66ae20f59d9fb743979631b76,
BARS,XAGUSD,2021-09,Mid,H1,502,2021-09-01T00:00:00.000Z,2021-09-30T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2021/month=09/bars.parquet,16561,81b13f024be6f1884b0e68b0026395b62bba6eb22a09683daf07bd528960a0bd,
TICKS,XAGUSD,2021-10,Bid/Ask,TICK,1535717,2021-10-01T00:00:00.047Z,2021-10-31T23:59:58.467Z,normalized/XAGUSD/year=2021/month=10/ticks.parquet,16572313,092bc7ebcc6fe228811367ec4c5aaa859bc34f1eb96d976b356b13b711ad0c2c,6e32066ecca1e1e46704d799f68a9519368dac93a6b529b1b2780c809da8c0f4
BARS,XAGUSD,2021-10,Bid,M5,5793,2021-10-01T00:00:00.000Z,2021-10-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2021/month=10/bars.parquet,114117,657d87872a4600015090de7e30e23b6ba2e84912ffde62f3577a21437148e713,
BARS,XAGUSD,2021-10,Bid,H1,483,2021-10-01T00:00:00.000Z,2021-10-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2021/month=10/bars.parquet,15888,84a7346a9153a477c29a0f33f156f91156c0f2458ffb9d355aa8951f2f16e7a4,
BARS,XAGUSD,2021-10,Ask,M5,5793,2021-10-01T00:00:00.000Z,2021-10-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2021/month=10/bars.parquet,117162,a96aed84b1c12b62b1c355a01416e6d8079fe3b711341e087ced9781ab7056ff,
BARS,XAGUSD,2021-10,Ask,H1,483,2021-10-01T00:00:00.000Z,2021-10-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2021/month=10/bars.parquet,15995,8ff5e5c5ff2d4f0c645a328add75050fb51ac907867969369ecbef15866c1188,
BARS,XAGUSD,2021-10,Mid,M5,5793,2021-10-01T00:00:00.000Z,2021-10-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2021/month=10/bars.parquet,117720,f3d0a97b48614d8452e94f81ca77e3c7bb2471c5ad75793526d225ce12c71ff5,
BARS,XAGUSD,2021-10,Mid,H1,483,2021-10-01T00:00:00.000Z,2021-10-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2021/month=10/bars.parquet,16018,74e7ae580bd97184c33187a2d2e776eadae5f2a10e21f8bdfcb1a1e1d9b79acc,
TICKS,XAGUSD,2021-11,Bid/Ask,TICK,1641379,2021-11-01T00:00:00.167Z,2021-11-30T23:59:58.304Z,normalized/XAGUSD/year=2021/month=11/ticks.parquet,17361239,2a6bc53c5ee4437fe32e22cd1895c1a65ef12ead51aebe554461a6add0af2c18,1bde232750c8f05ae5bf50deca0c49d23fc5e7d38da930b042be6071c3cf060c
BARS,XAGUSD,2021-11,Bid,M5,5970,2021-11-01T00:00:00.000Z,2021-11-30T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2021/month=11/bars.parquet,119233,b19fac296fe041ac03ebbe60dd7ec9ec64d0fca7f71cb915f1d74a0bddacf5aa,
BARS,XAGUSD,2021-11,Bid,H1,498,2021-11-01T00:00:00.000Z,2021-11-30T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2021/month=11/bars.parquet,16394,2550ba5a7b6d4034d3cdaf0b93d6f4bfbb54ecee90e7052677ef7f5968697258,
BARS,XAGUSD,2021-11,Ask,M5,5970,2021-11-01T00:00:00.000Z,2021-11-30T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2021/month=11/bars.parquet,122328,20f02f1efc3eae32122a625f49e7ab498f6ffdbbbde1061d30f9a879d05f97cb,
BARS,XAGUSD,2021-11,Ask,H1,498,2021-11-01T00:00:00.000Z,2021-11-30T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2021/month=11/bars.parquet,16414,5272504b0a291276f3ad5aed5dd6c257e9e20e1705019d65409a8aeb8e4fe18e,
BARS,XAGUSD,2021-11,Mid,M5,5970,2021-11-01T00:00:00.000Z,2021-11-30T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2021/month=11/bars.parquet,123228,e3bb27148e8a362e1c9aca89e173b43046d98c4d864da68f68267fecf6fe2cb9,
BARS,XAGUSD,2021-11,Mid,H1,498,2021-11-01T00:00:00.000Z,2021-11-30T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2021/month=11/bars.parquet,16492,6b312adf5fd2694a4d7f3e7e504438414cf27a0ce0e35df1c96d47b6eb5045fa,
TICKS,XAGUSD,2021-12,Bid/Ask,TICK,1151427,2021-12-01T00:00:01.028Z,2021-12-31T21:59:47.460Z,normalized/XAGUSD/year=2021/month=12/ticks.parquet,12712577,ee07e76742de8f51304c86d2adb5b4f57d94d132d5224749bfd80a002835de41,09e0e05194fcc2c7a1a4583f2895935c82524f600253ea72e3a20a5c22b1a48d
BARS,XAGUSD,2021-12,Bid,M5,6060,2021-12-01T00:00:00.000Z,2021-12-31T21:55:00.000Z,bars/XAGUSD/bid/M5/year=2021/month=12/bars.parquet,115785,6ccfdcc52a98ef9dcff644a7c686a17b837ddea43c622b8db41799ff5703f1d3,
BARS,XAGUSD,2021-12,Bid,H1,505,2021-12-01T00:00:00.000Z,2021-12-31T21:00:00.000Z,bars/XAGUSD/bid/H1/year=2021/month=12/bars.parquet,16177,c9de955637edea468ae329730796557bdf5527f490e463c2f4f6670f2bbe3003,
BARS,XAGUSD,2021-12,Ask,M5,6060,2021-12-01T00:00:00.000Z,2021-12-31T21:55:00.000Z,bars/XAGUSD/ask/M5/year=2021/month=12/bars.parquet,118726,84e435a453cea4a0ea1e8b240d18f3620e4a36d953c2ccf1521a1680745bbede,
BARS,XAGUSD,2021-12,Ask,H1,505,2021-12-01T00:00:00.000Z,2021-12-31T21:00:00.000Z,bars/XAGUSD/ask/H1/year=2021/month=12/bars.parquet,16247,5ac787fbb18271af03e1f797321070bba94093bc67240f14e490264f8e4dfc54,
BARS,XAGUSD,2021-12,Mid,M5,6060,2021-12-01T00:00:00.000Z,2021-12-31T21:55:00.000Z,bars/XAGUSD/mid/M5/year=2021/month=12/bars.parquet,119654,c1f1e36b0ced5a3978718dae4c077916703184c41bcc660127c85b9dd5662dbd,
BARS,XAGUSD,2021-12,Mid,H1,505,2021-12-01T00:00:00.000Z,2021-12-31T21:00:00.000Z,bars/XAGUSD/mid/H1/year=2021/month=12/bars.parquet,16321,09e24d94eb9e2fab970c2151b5f11b8d749713ef3ba0dffd0c98856e33472146,
TICKS,XAGUSD,2022-01,Bid/Ask,TICK,1375859,2022-01-02T23:00:00.375Z,2022-01-31T23:59:57.399Z,normalized/XAGUSD/year=2022/month=01/ticks.parquet,15187706,f82647eefa32ec144985f1de1564695c3f74ae3d4c001f1666fd77dff83daa0e,6ccf0ba143b5f0ff2e433cc0a4b999df3008726ede2d99e0e4fdb887b0421e5c
BARS,XAGUSD,2022-01,Bid,M5,5758,2022-01-02T23:00:00.000Z,2022-01-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=01/bars.parquet,115948,883cc22cbac94f2f0cd7d86e4fd97c6725f384b9a4eb7d650feea3bf7fc46115,
BARS,XAGUSD,2022-01,Bid,H1,480,2022-01-02T23:00:00.000Z,2022-01-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=01/bars.parquet,15868,1233bc6b94d475e23b1aecf2a37f1114c68531861b5c0eb7b8e9622672be4bf8,
BARS,XAGUSD,2022-01,Ask,M5,5758,2022-01-02T23:00:00.000Z,2022-01-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=01/bars.parquet,118648,dfec96536141af750447ff5d08b981030ab58d67776ad420ab9d34eb9a1eca25,
BARS,XAGUSD,2022-01,Ask,H1,480,2022-01-02T23:00:00.000Z,2022-01-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=01/bars.parquet,15933,7db9e5eb1e4cc725a1a084c9e325203ab2a3bc1a9588c2f54d36207a500775e6,
BARS,XAGUSD,2022-01,Mid,M5,5758,2022-01-02T23:00:00.000Z,2022-01-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=01/bars.parquet,119163,780e114a43f4b6df28534ddecc633720e7b3697d341653d9165c8d92fefbe270,
BARS,XAGUSD,2022-01,Mid,H1,480,2022-01-02T23:00:00.000Z,2022-01-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=01/bars.parquet,15997,4743838738822da6dd6a4e720d697836339ae5afb8e791b95f96714fa07587d0,
TICKS,XAGUSD,2022-02,Bid/Ask,TICK,1579781,2022-02-01T00:00:00.260Z,2022-02-28T23:59:56.540Z,normalized/XAGUSD/year=2022/month=02/ticks.parquet,17287688,b19377747e5782182196c324c192a94db2a52877e04fc8d563a2c67b62f7b719,e6cdef56cddb1546a281a5daef345cafeb8a4138d694034b39c27cb995746790
BARS,XAGUSD,2022-02,Bid,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=02/bars.parquet,111650,51b95196e612a2632ead59d49c0a44ea8bd7cbf8dec0300534b48c2a6b2fda01,
BARS,XAGUSD,2022-02,Bid,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=02/bars.parquet,15455,a83263ac3907de9f04fce40647f41677fcc3b639fc36d99aa846c7072cdb4dcc,
BARS,XAGUSD,2022-02,Ask,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=02/bars.parquet,114243,1d3ee1394509f9e43f7bdbcdf9329139717fb0dd1779e322efa8c3b1b79d891d,
BARS,XAGUSD,2022-02,Ask,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=02/bars.parquet,15544,44ed127c24367de54aa33f5cec0d9e2c7fee48435967821190e900a4ade64b2b,
BARS,XAGUSD,2022-02,Mid,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=02/bars.parquet,114728,5a4ee3f011b3cfd75e42ad9fc2787a64addfd4b46cfaac16ab03c7f9eaeb3836,
BARS,XAGUSD,2022-02,Mid,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=02/bars.parquet,15543,175a6754d48d0df3d63d41db4bf6f8faea79033590a51033181794faa46fbc4b,
TICKS,XAGUSD,2022-03,Bid/Ask,TICK,1981362,2022-03-01T00:00:00.144Z,2022-03-31T23:59:32.957Z,normalized/XAGUSD/year=2022/month=03/ticks.parquet,21039979,756f249291cc10d7f70a7a62d6d7dbd710bbc9f379bd97d929bbd538e9650d94,f09202858a1e3e85180e263892f82a0168723d847fc4f42c66be48f91db53ef4
BARS,XAGUSD,2022-03,Bid,M5,6356,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=03/bars.parquet,128742,07644d1d32a74ec962f0a3c5e9e1e2b28e05510d3ca958d52cf967537e4164a1,
BARS,XAGUSD,2022-03,Bid,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=03/bars.parquet,16966,f5ba7380517221e692d9c7bddca46203bdd87aed9c178e57439c31e8c06b1aea,
BARS,XAGUSD,2022-03,Ask,M5,6356,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=03/bars.parquet,130237,72a69fb90386098abfa67e96e83f45bb28845c4840475c7e3e160d1cb55efcab,
BARS,XAGUSD,2022-03,Ask,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=03/bars.parquet,17045,eab3e5c4c93a7f80883c63c5abc2aacdeb0088b04a34fef67e158cdd728f0263,
BARS,XAGUSD,2022-03,Mid,M5,6356,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=03/bars.parquet,135971,fc3692a48a80f5d62972a4d69f32277eb776a01ebe8eb8555139518d5b1f8bb6,
BARS,XAGUSD,2022-03,Mid,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=03/bars.parquet,17291,9496d447512f7a568226d8c039c0dde7597240dcbdf465c847c4d6b8aa4857cf,
TICKS,XAGUSD,2022-04,Bid/Ask,TICK,1353570,2022-04-01T00:00:03.178Z,2022-04-29T20:59:56.148Z,normalized/XAGUSD/year=2022/month=04/ticks.parquet,14659770,bf5ef5197066fd3b9edf8d40c68032fe9452f9fde19a4a1bd82becacb1e84605,4ec3bc27bb4df77157dbd5f4b30ace5c5a0115f506ac327e6fe7d889342704df
BARS,XAGUSD,2022-04,Bid,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=04/bars.parquet,111351,c62fa874e6a5842a426ffae7a9c76fb6a987cbf9228ac196eb6844e9e217e8ed,
BARS,XAGUSD,2022-04,Bid,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=04/bars.parquet,15356,7a53d3b36c808ead8728b0cc91198a854d3925885bd6e4401072d3f6b50c0086,
BARS,XAGUSD,2022-04,Ask,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=04/bars.parquet,113070,d09b8012c9dc70361f9559f011f006d98b306934abe8f1cb20127ff30f6959de,
BARS,XAGUSD,2022-04,Ask,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=04/bars.parquet,15450,dd4eae2871ecf2559c1c1419b86dae396b47176ba4633c360998f6b3f5e42642,
BARS,XAGUSD,2022-04,Mid,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=04/bars.parquet,115796,9ae6b8bf3c0f1fe3f40a4c4fdf9959d556f6ee145fc80c5ed407712ced63b450,
BARS,XAGUSD,2022-04,Mid,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=04/bars.parquet,15556,696262c12e54e67b63fa5c59b4a8c39491cdfce3993b94f36b42cb852e8cef85,
TICKS,XAGUSD,2022-05,Bid/Ask,TICK,1376741,2022-05-01T22:00:00.485Z,2022-05-31T23:59:59.416Z,normalized/XAGUSD/year=2022/month=05/ticks.parquet,15416018,272ee0c8ba724cf1f5b2a1a1c36c4dc4b9b03561677794777494deb2f6e938c7,29511a45cf7e0f049fee8d7656190bc341dacd497d3405775fea45e3fe016be9
BARS,XAGUSD,2022-05,Bid,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=05/bars.parquet,120879,9b85e0878013dc4cc2f3f61a8d171000d16d350f7ddbb63ae760617674fc041f,
BARS,XAGUSD,2022-05,Bid,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=05/bars.parquet,16406,e0c2a09dda5df32be9866186d6ac536dee71438102406129f080870fe6b8905d,
BARS,XAGUSD,2022-05,Ask,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=05/bars.parquet,123004,17afbbec840188ba2ed99363ecca9c0bb1b6fe1c1cbe93443d481cabc0f017b4,
BARS,XAGUSD,2022-05,Ask,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=05/bars.parquet,16503,d0d97d03e5ec86992c29ed08080f3e6ff06b109bff47fdce5148f35c380d806d,
BARS,XAGUSD,2022-05,Mid,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=05/bars.parquet,125851,acbfa4acc4f25429d1254b861018bf8877f028deb6991c1a9cc0402846597334,
BARS,XAGUSD,2022-05,Mid,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=05/bars.parquet,16606,fda94a90325713919277677f3605f7cd6f43c03cedeee0aab964124baaee01d0,
TICKS,XAGUSD,2022-06,Bid/Ask,TICK,1371973,2022-06-01T00:00:01.215Z,2022-06-30T23:59:59.978Z,normalized/XAGUSD/year=2022/month=06/ticks.parquet,15397317,61b4e5d6b71ab376daf70cc0d30e2e4d7168d960859828a365a8f948cbca3058,2904a1d05999a9f5bcb455035082cdf5db9f49c783507525ea758bfd310f0d8f
BARS,XAGUSD,2022-06,Bid,M5,6040,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=06/bars.parquet,119656,57403149559ea98cc26342b97ffbab95325f4bd25f3524d91f25589e8c911b09,
BARS,XAGUSD,2022-06,Bid,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=06/bars.parquet,16339,860820ddbb44b626857467d617c4c76244c4e195562f05b8fe892dde1b04bce5,
BARS,XAGUSD,2022-06,Ask,M5,6040,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=06/bars.parquet,121475,38d5dbba6b31311aa8645bc43a7f78c7b20241ae02f722c13fbef455ac97a93f,
BARS,XAGUSD,2022-06,Ask,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=06/bars.parquet,16419,c9d7d2e0a601230ec2e03fe5d1f28cac9d106eba3df88d957fcd066072d2a036,
BARS,XAGUSD,2022-06,Mid,M5,6040,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=06/bars.parquet,124942,4e4f77b5114a9da953dbf8f96d4ad5dfa4e342c9509d28ae0bf4dd224c630e77,
BARS,XAGUSD,2022-06,Mid,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=06/bars.parquet,16511,390a80bfd71b5ebc303b5c19551f7b4ada900e51ed8a2b2a85d28f4a0f5bbfb2,
TICKS,XAGUSD,2022-07,Bid/Ask,TICK,1391789,2022-07-01T00:00:00.079Z,2022-07-31T23:59:52.488Z,normalized/XAGUSD/year=2022/month=07/ticks.parquet,15588823,b8cb5ccf069361ba03485e1f70130d127c7a0abb7285c8a4523f37cb7a9da0c1,42fa1506a164d726b3b896eeda1f4329d5382f83d7e3870de6f88125c443c73c
BARS,XAGUSD,2022-07,Bid,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=07/bars.parquet,114027,971b70cd5d054ae0de91792575812ebe0738f1712677fc1fe903f3f19e464879,
BARS,XAGUSD,2022-07,Bid,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=07/bars.parquet,15851,3ce969af819e1f2f011af3cd092a957f17cb35523610779070d78a36e9ce139d,
BARS,XAGUSD,2022-07,Ask,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=07/bars.parquet,116113,7015d119b5fa83f0a4b9fd308d2cab67ab2115140bb217e8333837573ff1d1bf,
BARS,XAGUSD,2022-07,Ask,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=07/bars.parquet,15886,4ac6c54e0de41dcc8ce69e4fb25c64522e9eb283f2b94719ef0354648dff5bdc,
BARS,XAGUSD,2022-07,Mid,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=07/bars.parquet,119021,a8d3aa56167d503c856d577e760ed230da0318f71cb16b67ee4e43441fd02bab,
BARS,XAGUSD,2022-07,Mid,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=07/bars.parquet,16013,55ee26b76fea4a08f04563afaceef4c769d85d79251d1b391a3a884f4e5b9ea0,
TICKS,XAGUSD,2022-08,Bid/Ask,TICK,1316411,2022-08-01T00:00:00.138Z,2022-08-31T23:59:47.211Z,normalized/XAGUSD/year=2022/month=08/ticks.parquet,14090013,e1d6a937253efb2ae7288de19a3897e3a8199d63aaf83b64497673aabe01df6a,5be98787cec6a7ad4a0402dcb3a0f47d2117f55ff767a0a131087868b813d279
BARS,XAGUSD,2022-08,Bid,M5,6347,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=08/bars.parquet,124500,1009b05a524e679e157fcb7030e809c00b1232e7a7a1ef693e86364fca757274,
BARS,XAGUSD,2022-08,Bid,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=08/bars.parquet,16981,c0a1e6e5efabed2a7c02d590ae312cdd613bb12405af230acccbb0f950fb9632,
BARS,XAGUSD,2022-08,Ask,M5,6347,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=08/bars.parquet,126549,07b1d91c3ca1a46eb6f36a24401d118ce461250c687869dce51f009cc89e29d0,
BARS,XAGUSD,2022-08,Ask,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=08/bars.parquet,17038,05a0ae9b32616b25a793f5cbec89c6c5de666a99922db62fc5c3e30cd704eeea,
BARS,XAGUSD,2022-08,Mid,M5,6347,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=08/bars.parquet,128794,ba38e3fd3cf7c5b0d6ca9cc727b64361b94e0ea4a17da2c47cdd10899db76b86,
BARS,XAGUSD,2022-08,Mid,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=08/bars.parquet,17151,f1979f7bd890d9aaf1dc90e4edca1d96e05fbff4df81e251f8d28f63eb103d06,
TICKS,XAGUSD,2022-09,Bid/Ask,TICK,1673316,2022-09-01T00:00:00.100Z,2022-09-30T20:59:57.194Z,normalized/XAGUSD/year=2022/month=09/ticks.parquet,17892244,08800bfd951cb94b80c326a4f9c93bc2a2f400d571d6164b01edfe9b87171e6f,83f28a22465980629bdf9bb8a6879bbeeb4a37171980bd367f128ef774f5adbd
BARS,XAGUSD,2022-09,Bid,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=09/bars.parquet,120255,804705ac70c38ac9c47acece858246ec9ee5e95fe8fc0df59330c5cc9a95a2b1,
BARS,XAGUSD,2022-09,Bid,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=09/bars.parquet,16374,ce3299031a956b5996fa00589949334480f39159eed48f305e417806f801ebd9,
BARS,XAGUSD,2022-09,Ask,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=09/bars.parquet,123369,18681479bad7aa75ee08d2daaf4508c3bd41ac275787de5229f0b57ca105b413,
BARS,XAGUSD,2022-09,Ask,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=09/bars.parquet,16473,89051923fb40f69afe7c79ff2c7ed51db0abe7ab61c789037e84bfbe2f31c162,
BARS,XAGUSD,2022-09,Mid,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=09/bars.parquet,124598,63b0eb7e98096aabc3492b9f47d2fc53929da02f1a4d003067be4bc3a5563d85,
BARS,XAGUSD,2022-09,Mid,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAGUSD/mid/H1/year=2022/month=09/bars.parquet,16522,4d9ea02edc10bf1b2790381dfbc0690d95ab348fc3526bca81b8a3111c699b10,
TICKS,XAGUSD,2022-10,Bid/Ask,TICK,1932617,2022-10-02T22:00:00.565Z,2022-10-31T23:59:57.121Z,normalized/XAGUSD/year=2022/month=10/ticks.parquet,20675657,6d80a30c3613796c81c40acf1f14e20df3bc2112822492015d02fe85817cc109,492d1cd41fd350d0d5307dc1631d0fff37f81c680b7590a4a51f477f12b27562
BARS,XAGUSD,2022-10,Bid,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAGUSD/bid/M5/year=2022/month=10/bars.parquet,117731,d0604cb30bacd007b184cfd47b6975ee5ddfda786f6c1183593a1810ba33d5df,
BARS,XAGUSD,2022-10,Bid,H1,485,2022-10-02T22:00:00.000Z,2022-10-31T23:00:00.000Z,bars/XAGUSD/bid/H1/year=2022/month=10/bars.parquet,16007,c73a80d80bc4e67a9f00485fbda9d1bfb43fbeb4ab516eadc7145cb43a12a410,
BARS,XAGUSD,2022-10,Ask,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAGUSD/ask/M5/year=2022/month=10/bars.parquet,121452,617a152914c96baf6b6d9f445b6d0924296744a210e682150f75734b69b073e0,
BARS,XAGUSD,2022-10,Ask,H1,485,2022-10-02T22:00:00.000Z,2022-10-31T23:00:00.000Z,bars/XAGUSD/ask/H1/year=2022/month=10/bars.parquet,16104,a581959754bbf055c9def6ca8768a19a784479c4351c6647a2bf168bae9642b0,
BARS,XAGUSD,2022-10,Mid,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAGUSD/mid/M5/year=2022/month=10/bars.parquet,121832,8ad45ef80a099b0171df8e01902229230434044ec35b0e954dac5f3e9b904fb9,
