instrument,official_identifier,year,month,official_source_origin,expected_hour_files,observed_hour_files,total_raw_bytes,hour_file_hash_map_SHA256,frozen_manifest_SHA256,acquisition_manifest_SHA256,first_source_timestamp,last_source_timestamp,total_tick_count,retry_count,freeze_status,hash_validation_status,reused_without_download
USDJPY,USD-JPY,2022,2,https://jetta.dukascopy.com/v1,672,672,47418062,92b49a2d071c892ea450f72eb328f2bfc83d67feb26b07fd045b9d874884f3cd,44457361863af1d3a25b30427c27b9d3b255a4552a7b869feb1caed3331a76bc,ee0398a52338bc37d2eccd66ea8a78d5dcf752ea35afb0069fab5b88a4b96c4e,2022-02-01T00:00:00.043Z,2022-02-28T23:59:57.903Z,1643673,672,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,3,https://jetta.dukascopy.com/v1,744,744,62302239,6e6e3e22a1a2455bb200a5b26361bfbad54d29e63fe84f036046d51f17c943e5,400e69c09e31dadc8e3a0b0d8231399e5acd635e90347990c56795a98b795efb,be2c933e9c22f56bb28f5256649b54a4a94e6b3bac34dcf80b005dbe3a2d1374,2022-03-01T00:00:00.123Z,2022-03-31T23:59:59.416Z,2162777,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,4,https://jetta.dukascopy.com/v1,720,720,77487236,92fb677b1a6c76dee2cbc2c3fb14543cf8e83e5e5a08a69cc2d95c51be672027,67ff6738e7d43a74cd27fb0721330e9468cac3e097540c0a2a4d3c79af20296f,a8ede42abb98d594ef0228b08398e4b3026c9beb16c7e47307b927212e0a0afa,2022-04-01T00:00:00.160Z,2022-04-29T20:59:57.594Z,2698212,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,5,https://jetta.dukascopy.com/v1,744,744,85277672,231e07c6e6c5dee306841c36e2eaeae3ad3567586f6c3226b3a45d43fc166f35,6c82264a892b25b1733500e05aaeab690597a596c44ac925306e8334eab7430a,7208b626160bbd763c198c3c7a2c98c32416e84e14241b36e12edb8dbc15f731,2022-05-01T21:00:05.582Z,2022-05-31T23:59:57.776Z,2972454,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,6,https://jetta.dukascopy.com/v1,720,720,96727565,cc44d541badccf74735c6a970ea0ec7bbd37efe466ca1aecc9a1e29824dcf0bb,30944c3d4a310897f1d3bbc5791a71e30660b5eec7066fb7267bfac3f180a4f2,4058de8d5a54624bfaee68225b7362a9e2dfe855b26640e774f07832829bff1c,2022-06-01T00:00:00.100Z,2022-06-30T23:59:57.446Z,3373410,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,7,https://jetta.dukascopy.com/v1,744,744,89071010,5d4d80303607c822ae36584f371d81af4475aa11208f7ef828536ca92d082fda,0225f0e96c824368b23942f828da81b7e866bb7edf0a56afe2e11c0c7d381ce2,c17ade2c25b30a6369209b5e071da11aeda1100d1e083fb1d00d92f71c865d8e,2022-07-01T00:00:00.106Z,2022-07-31T23:59:59.343Z,3106407,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,8,https://jetta.dukascopy.com/v1,744,744,101330686,14afa15a56b2ddd011fd42a7819b8f01803be86b8f84f430979d293abf036391,46cbbb57ccbce9b2434a62a9044fcd1f0eced8bd7c95225191c6ec09b0e0963f,6e905c28e6294bca0057ba408002b8ed942248e9380aeecf880c930c1628bbe1,2022-08-01T00:00:00.152Z,2022-08-31T23:59:58.817Z,3534807,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,9,https://jetta.dukascopy.com/v1,720,720,134621608,ea375001a7261bd67d58be9eb7583ba330b84f7d9a3ccb5bf4e5005d0da847f4,477c2657a859222e77625d5cf006d0acdbda0cc0fd6bcb299a659d5509ae88dd,e6a546afdfd6ab35c478783a79d139300086ac016cac1a45ac5627b2de891135,2022-09-01T00:00:00.071Z,2022-09-30T20:59:59.203Z,4708449,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,10,https://jetta.dukascopy.com/v1,744,744,120714277,838d3ab56d26181e1ec72189e2bf556d27551f6415c2a6969c8aea497001e37a,fa337639b7e380762f2d495412a30606fba197a09f5afb7e0140e41d6e6aaa10,bc6282fd1f606764d241af9694e1ce8ecc355c83e3e904cb646f4547e0688d0a,2022-10-02T21:05:15.564Z,2022-10-31T23:59:59.681Z,4213876,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,11,https://jetta.dukascopy.com/v1,720,720,145478445,3f37b96b3172084e70b7f3ab581142751b57dd3dae200bc3608d31de36fa6f3f,36b6adde937b4697372213b90225dba6f6b8a643a49ea054caed5ea4a5f699ef,06804c2c1bba244318bed0028e5aa674cd73d72a79e945c3090e332b45732c61,2022-11-01T00:00:00.005Z,2022-11-30T23:59:59.905Z,5077339,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,12,https://jetta.dukascopy.com/v1,744,744,133100713,6e98db55771651b0b0b3c4e8b1f66fd4d04f2499d97d1bcc3f12aa56cd4ea5fa,a1d0a2510aca5de8e05288ff13d89ba26b65c556140ba17f0c7b89738a8e6011,75140013387966bb22074ed47afe5182c5f885846e4a4993f920596bff87b902,2022-12-01T00:00:00.007Z,2022-12-30T21:59:57.168Z,4645683,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,1,https://jetta.dukascopy.com/v1,744,744,134262832,d243e6607a30bd07b492b6fd709d8195e971fa1f68d66598b46d5e35c75b5df2,1dd12e03ae99cd06f3ebed871691d8c2d41102a74e8da11756b77b59ef144963,caccd9a571c2c4d9d5db891c4b464e06846bc1aa00a9522cd58affc8231049d3,2023-01-01T22:00:00.064Z,2023-01-31T23:59:50.341Z,4686475,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,2,https://jetta.dukascopy.com/v1,672,672,116536545,66726b96713d519f1103f6827a6ade5fabf206f44ddf7e2b33b59793f20c3c7c,3bba7a9a64a0952538c64d810de47ba4a3e2dc6d67e1bc9b19ce8dabb318db76,c98d55549698baac1dd9eca675dcffa7e983f4972acf47334571b1008717918d,2023-02-01T00:00:00.130Z,2023-02-28T23:59:57.755Z,4062966,672,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,3,https://jetta.dukascopy.com/v1,744,744,159851110,31a1f045398a1ae83b25aa1f78f5284dcae144143586852700db20ef20fa4cf7,744430b13d9480a8f0ab3fa92d7579a5127604b4e29fdebb68214090ef536efc,1cbe6dda068a94a8a3bc1f17787c194fa6a64d725727c757f949ed270600e3e9,2023-03-01T00:00:00.066Z,2023-03-31T20:59:56.177Z,5583884,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,4,https://jetta.dukascopy.com/v1,720,720,103586674,b2a545c6dc81ef59f3e0bc333d29b9029b9132d11cac72033e121506f0df3c5b,d6fac942f916a68c38456632b471077a7ceb7e5eade2daf751c90c54f1f42251,d61c84c742985b338dbe54af680e92a5f1c859b2377fad03a624547737aa6400,2023-04-02T21:00:00.107Z,2023-04-30T23:59:59.251Z,3611681,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,5,https://jetta.dukascopy.com/v1,744,744,117967974,3b1ac7426abb891679f7988ab665700919fbb8e7c621a9d4080dcf64280ce0c5,4da0bd166f49639d6cbce23075a54ddd35f3ce76eb14f96d6115c9dca7966274,8cc2e612448d093e84690ed5a56aec1987b5de5bd0bc18ef07049ef23cc2fb83,2023-05-01T00:00:00.078Z,2023-05-31T23:59:57.552Z,4112575,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,6,https://jetta.dukascopy.com/v1,720,720,94386835,33fccc880b1b3b3293f46a9e178658c3a8b5ce180da993cd9631908d44c56cd9,f92f47168000080f69124d2eb8bcfe742ec556534b81895c032324193ec9a858,9573211de2bb978fb6dab5ae6af294e1f2c1d93c7447e6c01d432f3efea765c7,2023-06-01T00:00:00.070Z,2023-06-30T20:59:57.946Z,3286884,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,7,https://jetta.dukascopy.com/v1,744,744,94808982,fc061e6c5f67e4e2588f0806c3d6bedcd507627cd890f4e364179ba11792aba9,27a654195f50182bd70e54ccf531e50e28f7d7892ff8507a8c93f931329d96c4,25af9343bcaa0bcc81428034684c09e375d97b54cd7e6ab7e40a39d02c53f690,2023-07-02T21:04:01.251Z,2023-07-31T23:59:59.122Z,3302651,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,8,https://jetta.dukascopy.com/v1,744,744,100284732,6de57d10d47e1c3e4718473676747d836f5f2061132adefb5ed6fabde397706f,d257563bfc1f7555811ee6b355b1835ecd2f1b740c1efb1c2758069d14415332,a4d8a46b84e773d6c69008ac0ec83653fb6df16056882ccee8c9562f906885d8,2023-08-01T00:00:00.074Z,2023-08-31T23:59:59.254Z,3493887,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,9,https://jetta.dukascopy.com/v1,720,720,73927161,88041922cf321bf26c96a3c3d7d5c7e057418d94ddcaebffed8b8eb9fed035b9,06da6ea2108cff42dfb4a46047c62b792d1f1f7001eab0d46c9e5fa89e3f434a,28d104cf9570802839a0c10394f9d1e6b5b1b9be40a3a43b98b2c3468d291a6b,2023-09-01T00:00:00.125Z,2023-09-29T20:59:59.069Z,2570507,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,10,https://jetta.dukascopy.com/v1,744,744,70334846,35ec514e709e2061ab7fb6796621079dd6c622603fe88d1c044b06c07775c658,e15cbbe6d7408cf625f46e22f013a2fd4131d0cf885ba0dad3bdd0300809e8db,7b3ce399aacc479709bcd76e1c717caf2f7747f21af66596cfc06d654e7a499c,2023-10-01T21:00:00.835Z,2023-10-31T23:59:44.876Z,2444117,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,11,https://jetta.dukascopy.com/v1,720,720,71213678,4f16be892bfa80f0eee0b8ee2d8cca294306c4c0021062b412696c8be5d47baa,b5e045feaf59419de37bf23b6938006b429f9cf6de5de74cdd280c3bca19f797,8e24811caa141378e63081f458b12cc25ccd0e4f26278d7994a80c4d8a75acf9,2023-11-01T00:00:00.131Z,2023-11-30T23:59:55.805Z,2476006,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2023,12,https://jetta.dukascopy.com/v1,744,744,110074499,407d423deec474c230130e208f0bd096e5dde784ee994d5581b2bd1f5dec6d6c,1f4a31a179fb89750a4f8a1750547ad52c61322b72d891c02e5107050b9174f8,ac16573f97ebf119cced8e2e9eccbe562a0b834ba483b6cd725ddbe79188663a,2023-12-01T00:00:00.093Z,2023-12-29T21:59:59.068Z,3840742,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,1,https://jetta.dukascopy.com/v1,744,744,106912682,6a77867e353d45718044570d29f03877897e9799f809ff9238a827475610ec9b,a918345dd85df6a33a7a9966abf221f2797e1acab69c640bf283361a109ceeb4,f7faf1086b7a3b6e05fdf1e6fd248322ceedc0c76c5c770f856216d377d1f2e5,2024-01-01T22:00:20.059Z,2024-01-31T23:59:59.597Z,3725512,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,2,https://jetta.dukascopy.com/v1,696,696,90068361,07605f10e2451604c47df979001369d0f192c8ec770e22fe9cb7d18bc6fed9f9,8c20ccc1e1ea5b5ca9323781592334518f037f97044e9a67a20cb0409d9fb658,692a7d1581f7fbed6ad273ea8b27c374e1e91e9a1cdfd5c855b107c40bcf95df,2024-02-01T00:00:00.105Z,2024-02-29T23:59:58.411Z,3134539,696,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,3,https://jetta.dukascopy.com/v1,744,744,78657433,c942f65e4e821be769c76f85d0aebcfc47c39106ebde4ae9d809ce91bbfe792f,fa327d7068a323149c57036e6c764e4b33b31a0947581514bfe36a52bee6c180,1a387cbae84ad9409d4e034ee7fe478ed4a9761f3db995c07f0c9dfab135eb81,2024-03-01T00:00:00.083Z,2024-03-31T23:59:59.778Z,2734951,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,4,https://jetta.dukascopy.com/v1,720,720,68353577,b3eafe3f2c52a4e83ecc34cdd2566923cb6a4811276f091b493c7ff10e91eee9,8ac217e907a71d75940c92d2706182fa37414631eface250faa70f1a620cccfe,deb4fca2f99d1f2b2e90ebfa5195cde0a36898cf9cee234ed9616fcf1239f44d,2024-04-01T00:00:00.032Z,2024-04-30T23:59:59.865Z,2373704,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,5,https://jetta.dukascopy.com/v1,744,744,63853440,6d10c4e7fe918bf5a9f76d607003691e91c8683fcd3e55ec9402126abf57cade,4e8a3cb075dc35386e9c3168c60304f5223e2a3a2b4488aaef7d3b83b05b74e3,e401eef8cd21217b48fabc2bd1fee06c528fe181edfb74df752b66444e621ca5,2024-05-01T00:00:00.070Z,2024-05-31T20:59:59.567Z,2214265,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2024,6,https://jetta.dukascopy.com/v1,720,720,63649793,9a2967ed02e7a183743ed5b05dd79c8b75cb2a91432685fa1874ce3bd1c834ee,91ab57c8d081fed6566694087eed55bb25957c5e839a71210e57a060e0bbbdb4,b28a3ad1510742d668416088acfa1390116a0e042ffc104b7f33280735ee896d,2024-06-02T21:01:34.506Z,2024-06-30T23:59:59.876Z,2209019,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
