family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,predicted_probability,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-13 22:10:00+00:00,2023-04-13 22:15:00+00:00,2023-04-13 22:15:00+00:00,2023-04-13 23:55:00+00:00,1.10479,1.10519,1.10419,1.1052,STOP,0.3808597665170864,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-13 23:55:00+00:00,2023-04-14 00:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-14 00:00:00+00:00,1.10516,1.1055599999999999,1.10456,1.10557,STOP,0.3950019093076952,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-14 00:25:00+00:00,2023-04-14 00:30:00+00:00,2023-04-14 00:30:00+00:00,2023-04-14 01:20:00+00:00,1.1056,1.1059999999999999,1.105,1.10601,STOP,0.38499722496275685,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-14 14:10:00+00:00,2023-04-14 14:15:00+00:00,2023-04-14 14:15:00+00:00,2023-04-14 14:15:00+00:00,1.1014,1.1018,1.1008,1.10081,TARGET,0.38818509825724984,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-14 14:25:00+00:00,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,1.1004,1.1008,1.0998,1.0998100000000002,TARGET,0.3856783519622803,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-26 00:55:00+00:00,2023-04-26 01:00:00+00:00,2023-04-26 01:00:00+00:00,2023-04-26 01:10:00+00:00,1.09782,1.09822,1.09722,1.0972300000000001,TARGET,0.40813909167881407,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-26 01:25:00+00:00,2023-04-26 01:30:00+00:00,2023-04-26 01:30:00+00:00,2023-04-26 01:30:00+00:00,1.09713,1.09753,1.09653,1.09754,STOP,0.38238106256804516,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-04-26 08:55:00+00:00,2023-04-26 09:00:00+00:00,2023-04-26 09:00:00+00:00,2023-04-26 09:00:00+00:00,1.1041699999999999,1.1045699999999998,1.10357,1.10458,STOP,0.38620053935732734,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-04-26 09:10:00+00:00,2023-04-26 09:15:00+00:00,2023-04-26 09:15:00+00:00,2023-04-26 09:15:00+00:00,1.10487,1.10447,1.10547,1.10446,STOP,0.3757550688138313,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-05-08 04:40:00+00:00,2023-05-08 04:45:00+00:00,2023-05-08 04:45:00+00:00,2023-05-08 05:40:00+00:00,1.1043200000000002,1.1039200000000002,1.1049200000000001,1.1039100000000002,STOP,0.39067318632613957,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-05-09 00:55:00+00:00,2023-05-09 01:00:00+00:00,2023-05-09 01:00:00+00:00,2023-05-09 02:05:00+00:00,1.0990600000000001,1.0986600000000002,1.09966,1.0986500000000001,STOP,0.39569725083955604,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-05-09 02:55:00+00:00,2023-05-09 03:00:00+00:00,2023-05-09 03:00:00+00:00,2023-05-09 05:05:00+00:00,1.0991300000000002,1.0987300000000002,1.09973,1.0987200000000001,STOP,0.3755035172357124,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-05-15 02:10:00+00:00,2023-05-15 02:15:00+00:00,2023-05-15 02:15:00+00:00,2023-05-15 04:55:00+00:00,1.08575,1.08535,1.08635,1.0863399999999999,TARGET,0.38577485987995214,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-05-30 07:55:00+00:00,2023-05-30 08:00:00+00:00,2023-05-30 08:00:00+00:00,2023-05-30 08:05:00+00:00,1.069,1.0694,1.0684,1.06941,STOP,0.38783429567217254,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-05-30 11:55:00+00:00,2023-05-30 12:00:00+00:00,2023-05-30 12:00:00+00:00,2023-05-30 12:20:00+00:00,1.07438,1.0747799999999998,1.07378,1.07379,TARGET,0.39499538878575235,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-06-06 02:10:00+00:00,2023-06-06 02:15:00+00:00,2023-06-06 02:15:00+00:00,2023-06-06 02:35:00+00:00,1.07243,1.07283,1.07183,1.0718400000000001,TARGET,0.3769886824461273,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-06-06 04:10:00+00:00,2023-06-06 04:15:00+00:00,2023-06-06 04:15:00+00:00,2023-06-06 04:30:00+00:00,1.07191,1.0723099999999999,1.07131,1.07232,STOP,0.378192998418991,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-06-13 05:55:00+00:00,2023-06-13 06:00:00+00:00,2023-06-13 06:00:00+00:00,2023-06-13 06:00:00+00:00,1.07836,1.07796,1.07896,1.0789499999999999,TARGET,0.3768777727016347,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-06-15 17:10:00+00:00,2023-06-15 17:15:00+00:00,2023-06-15 17:15:00+00:00,2023-06-15 17:45:00+00:00,1.09429,1.09389,1.09489,1.0948799999999999,TARGET,0.3841722017702989,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-06-15 17:55:00+00:00,2023-06-15 18:00:00+00:00,2023-06-15 18:00:00+00:00,2023-06-15 18:55:00+00:00,1.0943800000000001,1.0939800000000002,1.09498,1.09497,TARGET,0.39725036350271514,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-06-23 09:40:00+00:00,2023-06-23 09:45:00+00:00,2023-06-23 09:45:00+00:00,2023-06-23 09:45:00+00:00,1.08533,1.0857299999999999,1.08473,1.08574,STOP,0.3846041384333383,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-06-29 00:55:00+00:00,2023-06-29 01:00:00+00:00,2023-06-29 01:00:00+00:00,2023-06-29 01:10:00+00:00,1.0906799999999999,1.0910799999999998,1.09008,1.09109,STOP,0.3780357033826742,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-07-06 23:25:00+00:00,2023-07-06 23:30:00+00:00,2023-07-06 23:30:00+00:00,2023-07-07 00:00:00+00:00,1.08934,1.08894,1.08994,1.08893,STOP,0.3772934647747919,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-07-07 01:55:00+00:00,2023-07-07 02:00:00+00:00,2023-07-07 02:00:00+00:00,2023-07-07 02:30:00+00:00,1.08877,1.08837,1.08937,1.08836,STOP,0.3760903377921283,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-07-07 03:40:00+00:00,2023-07-07 03:45:00+00:00,2023-07-07 03:45:00+00:00,2023-07-07 04:35:00+00:00,1.08878,1.0883800000000001,1.08938,1.08937,TARGET,0.3956624103475449,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-07-07 04:55:00+00:00,2023-07-07 05:00:00+00:00,2023-07-07 05:00:00+00:00,2023-07-07 05:55:00+00:00,1.0892000000000002,1.0888000000000002,1.0898,1.0887900000000001,STOP,0.39681229707487226,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-07-11 02:40:00+00:00,2023-07-11 02:45:00+00:00,2023-07-11 02:45:00+00:00,2023-07-11 02:55:00+00:00,1.1014199999999998,1.1018199999999998,1.10082,1.1018299999999999,STOP,0.3819374238106903,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-07-11 05:55:00+00:00,2023-07-11 06:00:00+00:00,2023-07-11 06:00:00+00:00,2023-07-11 06:00:00+00:00,1.10081,1.10041,1.10141,1.1014,TARGET,0.3911625049256682,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-07-20 17:25:00+00:00,2023-07-20 17:30:00+00:00,2023-07-20 17:30:00+00:00,2023-07-20 17:40:00+00:00,1.11265,1.1130499999999999,1.11205,1.11306,STOP,0.3805955278102914,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-07-20 17:40:00+00:00,2023-07-20 17:45:00+00:00,2023-07-20 17:45:00+00:00,2023-07-20 18:15:00+00:00,1.1133199999999999,1.1137199999999998,1.11272,1.11273,TARGET,0.3993039015664957,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-22 10:55:00+00:00,2023-08-22 11:00:00+00:00,2023-08-22 11:00:00+00:00,2023-08-22 11:50:00+00:00,1.08866,1.08906,1.08806,1.08907,STOP,0.39134105628940813,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-25 14:10:00+00:00,2023-08-25 14:15:00+00:00,2023-08-25 14:15:00+00:00,2023-08-25 14:15:00+00:00,1.0831199999999999,1.0835199999999998,1.08252,1.0835299999999999,STOP,0.3770879294962574,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-28 04:10:00+00:00,2023-08-28 04:15:00+00:00,2023-08-28 04:15:00+00:00,2023-08-28 06:00:00+00:00,1.08104,1.08144,1.08044,1.08145,STOP,0.3778426148014821,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-29 21:40:00+00:00,2023-08-29 21:45:00+00:00,2023-08-29 21:45:00+00:00,2023-08-29 22:00:00+00:00,1.08779,1.08819,1.08719,1.0882,STOP,0.4310845488101163,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-29 22:10:00+00:00,2023-08-29 22:15:00+00:00,2023-08-29 22:15:00+00:00,2023-08-29 23:25:00+00:00,1.0881999999999998,1.0885999999999998,1.0876,1.08761,TARGET,0.4299925467761985,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-29 23:25:00+00:00,2023-08-29 23:30:00+00:00,2023-08-29 23:30:00+00:00,2023-08-29 23:45:00+00:00,1.0876299999999999,1.0880299999999998,1.08703,1.08704,TARGET,0.3752799397069185,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-08-30 00:25:00+00:00,2023-08-30 00:30:00+00:00,2023-08-30 00:30:00+00:00,2023-08-30 04:45:00+00:00,1.0869499999999999,1.0873499999999998,1.08635,1.08636,TARGET,0.38586369213823096,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-10-05 18:55:00+00:00,2023-10-05 19:00:00+00:00,2023-10-05 19:00:00+00:00,2023-10-06 00:25:00+00:00,1.0550599999999999,1.0554599999999998,1.05446,1.05447,TARGET,0.37807167887685855,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-10-24 04:55:00+00:00,2023-10-24 05:00:00+00:00,2023-10-24 05:00:00+00:00,2023-10-24 06:20:00+00:00,1.06797,1.0675700000000001,1.06857,1.06856,TARGET,0.3998390921892719,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-10-24 06:25:00+00:00,2023-10-24 06:30:00+00:00,2023-10-24 06:30:00+00:00,2023-10-24 06:30:00+00:00,1.06864,1.06824,1.06924,1.06823,STOP,0.37669958815691373,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-10-30 12:55:00+00:00,2023-10-30 13:00:00+00:00,2023-10-30 13:00:00+00:00,2023-10-30 13:00:00+00:00,1.06067,1.06107,1.06007,1.06108,STOP,0.37555254007047156,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-10-30 13:55:00+00:00,2023-10-30 14:00:00+00:00,2023-10-30 14:00:00+00:00,2023-10-30 14:00:00+00:00,1.0609499999999998,1.0613499999999998,1.06035,1.0613599999999999,STOP,0.37642796938779016,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-11-02 10:25:00+00:00,2023-11-02 10:30:00+00:00,2023-11-02 10:30:00+00:00,2023-11-02 10:40:00+00:00,1.06279,1.0631899999999999,1.06219,1.0632,STOP,0.37820585180611455,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-11-02 10:40:00+00:00,2023-11-02 10:45:00+00:00,2023-11-02 10:45:00+00:00,2023-11-02 10:50:00+00:00,1.0631199999999998,1.0635199999999998,1.06252,1.0635299999999999,STOP,0.39359980300388775,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-11-02 11:10:00+00:00,2023-11-02 11:15:00+00:00,2023-11-02 11:15:00+00:00,2023-11-02 11:45:00+00:00,1.06374,1.0641399999999999,1.06314,1.06315,TARGET,0.391733556692269,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-12-07 00:55:00+00:00,2023-12-07 01:00:00+00:00,2023-12-07 01:00:00+00:00,2023-12-07 01:25:00+00:00,1.07694,1.07654,1.07754,1.07653,STOP,0.38233099373093926,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-12-07 01:25:00+00:00,2023-12-07 01:30:00+00:00,2023-12-07 01:30:00+00:00,2023-12-07 03:40:00+00:00,1.0765600000000002,1.0761600000000002,1.0771600000000001,1.0761500000000002,STOP,0.4090255073309438,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-12-07 11:40:00+00:00,2023-12-07 11:45:00+00:00,2023-12-07 11:45:00+00:00,2023-12-07 12:10:00+00:00,1.0774,1.0777999999999999,1.0768,1.07681,TARGET,0.37693274525064596,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-12-12 13:10:00+00:00,2023-12-12 13:15:00+00:00,2023-12-12 13:15:00+00:00,2023-12-12 13:30:00+00:00,1.0809199999999999,1.0813199999999998,1.08032,1.08133,STOP,0.3757013817845914,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-12-12 20:55:00+00:00,2023-12-12 21:00:00+00:00,2023-12-12 21:00:00+00:00,2023-12-13 02:05:00+00:00,1.0796999999999999,1.0800999999999998,1.0791,1.07911,TARGET,0.3809416734070333,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-02-22 08:10:00+00:00,2024-02-22 08:15:00+00:00,2024-02-22 08:15:00+00:00,2024-02-22 08:15:00+00:00,1.0859699999999999,1.0863699999999998,1.08537,1.08638,STOP,0.37935300946261613,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-03-26 22:25:00+00:00,2024-03-26 22:30:00+00:00,2024-03-26 22:30:00+00:00,2024-03-27 01:20:00+00:00,1.0832199999999998,1.0836199999999998,1.08262,1.08263,TARGET,0.3847134335994245,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-03-27 01:55:00+00:00,2024-03-27 02:00:00+00:00,2024-03-27 02:00:00+00:00,2024-03-27 02:30:00+00:00,1.08233,1.08273,1.08173,1.08274,STOP,0.37966715567448206,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-03-27 03:40:00+00:00,2024-03-27 03:45:00+00:00,2024-03-27 03:45:00+00:00,2024-03-27 04:20:00+00:00,1.08259,1.08299,1.08199,1.083,STOP,0.38146397362036993,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-03-27 04:25:00+00:00,2024-03-27 04:30:00+00:00,2024-03-27 04:30:00+00:00,2024-03-27 07:25:00+00:00,1.08293,1.08333,1.08233,1.08334,STOP,0.3928927679320745,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-04-04 19:55:00+00:00,2024-04-04 20:00:00+00:00,2024-04-04 20:00:00+00:00,2024-04-04 21:40:00+00:00,1.0834400000000002,1.0830400000000002,1.0840400000000001,1.08403,TARGET,0.3899973464438684,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-05-02 06:10:00+00:00,2024-05-02 06:15:00+00:00,2024-05-02 06:15:00+00:00,2024-05-02 06:20:00+00:00,1.0722,1.0726,1.0716,1.07261,STOP,0.37525149748481523,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-07-04 20:25:00+00:00,2024-07-04 20:30:00+00:00,2024-07-04 20:30:00+00:00,2024-07-05 00:30:00+00:00,1.0812899999999999,1.0816899999999998,1.08069,1.0816999999999999,STOP,0.4029426762567666,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2024-07-05 00:40:00+00:00,2024-07-05 00:45:00+00:00,2024-07-05 00:45:00+00:00,2024-07-05 03:00:00+00:00,1.08171,1.08211,1.08111,1.08212,STOP,0.3770028446036863,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-01 06:25:00+00:00,2024-08-01 06:30:00+00:00,2024-08-01 06:30:00+00:00,2024-08-01 06:30:00+00:00,1.08183,1.0814300000000001,1.08243,1.08142,STOP,0.38743316331030486,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-27 23:25:00+00:00,2024-08-27 23:30:00+00:00,2024-08-27 23:30:00+00:00,2024-08-27 23:40:00+00:00,1.1184100000000001,1.1180100000000002,1.11901,1.118,STOP,0.3792522716705896,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-27 23:40:00+00:00,2024-08-27 23:45:00+00:00,2024-08-27 23:45:00+00:00,2024-08-27 23:50:00+00:00,1.1180400000000001,1.1176400000000002,1.11864,1.1176300000000001,STOP,0.3938624547417137,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-27 23:55:00+00:00,2024-08-28 00:00:00+00:00,2024-08-28 00:00:00+00:00,2024-08-28 01:30:00+00:00,1.1177700000000002,1.1173700000000002,1.11837,1.1173600000000001,STOP,0.37897045341427854,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-28 02:25:00+00:00,2024-08-28 02:30:00+00:00,2024-08-28 02:30:00+00:00,2024-08-28 02:30:00+00:00,1.11745,1.11705,1.11805,1.11704,STOP,0.37623848651877967,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-28 10:40:00+00:00,2024-08-28 10:45:00+00:00,2024-08-28 10:45:00+00:00,2024-08-28 10:45:00+00:00,1.1126200000000002,1.1122200000000002,1.11322,1.1122100000000001,STOP,0.38169867984078604,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2024-08-28 11:25:00+00:00,2024-08-28 11:30:00+00:00,2024-08-28 11:30:00+00:00,2024-08-28 11:55:00+00:00,1.1125500000000001,1.1121500000000002,1.11315,1.1121400000000001,STOP,0.37975384787592437,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2025-01-02 23:55:00+00:00,2025-01-03 00:00:00+00:00,2025-01-03 00:00:00+00:00,2025-01-03 00:45:00+00:00,1.02678,1.02718,1.02618,1.02719,STOP,0.3755653038437085,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2025-01-03 02:40:00+00:00,2025-01-03 02:45:00+00:00,2025-01-03 02:45:00+00:00,2025-01-03 05:20:00+00:00,1.0271599999999999,1.0275599999999998,1.02656,1.02657,TARGET,0.37961562841148455,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
